name,latitude,longitude,rating,no_of_reviews,delivery_options,promotion,post_code,suburb,road,delivery_cost_winsorized,sun,mon,tue,wed,thu,fri,sat,delivery_time_winsorized
the coffee academics,1.306017,103.83281511428572,4.2,283.0,1,0,348548,Orchard,Orchard Promenade,21.7,1,1,1,1,1,1,1,70.0
teuscher chocolates (estd. 1932),1.304157096676093,103.83617158095537,4.3,8.0,3,1,238857,Orchard,Orchard Road,21.7,1,1,1,1,1,1,1,69.0
lino,1.3063201444444446,103.8317803,4.0,45.0,3,1,228208,Orchard,Scotts Road,21.7,1,1,1,1,1,1,1,70.0
ny night market,1.3008883,103.8384157,4.1,82.0,1,1,238895,Orchard,Discovery Walk,21.7,1,1,1,1,1,1,1,69.0
luke's lobster,1.305718188705967,103.83170529874316,4.0,86.0,1,0,238868,Orchard,Orchard Road,21.7,1,1,1,1,1,1,1,70.0
two men bagel house,1.3103676694356636,103.79500171890686,4.9,62.0,3,0,277731,Bukit Timah,Lorong Liput,12.8,1,1,1,1,1,1,1,64.0
sunday folks,1.311711,103.7968864,4.3,139.0,1,0,278116,Bukit Timah,Jalan Merah Saga,12.0,1,0,1,1,1,1,1,70.0
mia tavola,1.32731100389451,103.84374463219744,5.0,1.0,1,0,329885,Novena,Jalan Dusun,6.0,1,0,0,1,1,1,1,60.0
flutes,1.2967671613333334,103.84873635,4.4,15.0,1,0,178897,Museum,Stamford Road,3.4,1,0,0,0,0,0,0,64.0
miam miam,1.3339070833333333,103.7430321,4.4,284.0,1,0,608532,Jurong East,Gateway Drive,16.5,1,1,1,1,1,1,1,67.0
pita & olives,1.2932001702648912,103.83195741986974,3.2,32.0,1,0,237994,Singapore River,Kim Seng Promenade,8.0,1,1,1,1,1,1,1,70.0
pietrasanta,1.29871795,103.78768122002803,3.9,20.0,3,0,138632,Queenstown,Fusionopolis Way,14.8,1,0,1,1,1,1,1,67.0
cuba libre cafe & bar,1.2787663,103.8470603,2.0,6.0,1,0,069547,Downtown Core,Cecil Street,21.7,1,1,1,1,1,1,1,70.0
ciao bella,1.3469566290765842,103.68069091862009,4.2,6.0,3,0,639798,Western Water Catchment,Nanyang Avenue,9.0,0,1,0,0,0,0,0,70.0
kenny rogers,1.33348,103.7433424,4.5,384.0,1,1,608549,Jurong East,Jurong Gateway Road,17.0,1,1,1,1,1,1,1,70.0
morsels,1.3057656,103.8119037,3.6,8.0,1,0,249670,Tanglin,Dempsey Road,9.0,1,0,1,1,1,1,1,66.0
nude seafood,1.2776414,103.8530517,4.5,234.0,1,0,018936,Downtown Core,Straits View,5.9,1,1,1,1,1,1,1,70.0
napolizz pizza,1.3773416576809474,103.7637641082206,4.2,322.0,1,0,678213,Bukit Panjang,Petir Road,4.0,1,1,1,1,1,1,1,70.0
fresh off the boat,1.3074005,103.757783225,4.0,25.0,1,0,128477,Clementi,Pandan Crescent,19.4,0,0,0,1,0,0,0,65.0
priority pizza by the priority club,1.307778275,103.75781335,4.8,6.0,1,1,128477,Clementi,Pandan Crescent,18.0,1,1,1,1,1,1,1,59.0
coffee hive,1.2983070658642173,103.78894597048068,5.0,12.0,1,1,138635,Queenstown,no road,9.0,0,1,1,1,1,1,0,70.0
l'entrecote the steak and fries bistro,1.2827285,103.85312195838029,2.6,18.0,1,0,018984,Downtown Core,no road,3.3,1,1,1,1,1,1,1,66.0
boss bistro & bar,1.3116,103.79466473052784,3.9,9.0,1,1,277691,Bukit Timah,Lorong Mambong,13.2,1,0,0,0,0,0,0,70.0
amo restaurant,1.287652,103.847255,4.1,67.0,1,0,059667,Singapore River,Hongkong Street,5.9,1,1,1,1,1,1,1,67.0
halcyon & crane,1.3037344666666668,103.83541038421052,5.0,3.0,1,1,238859,Orchard,Orchard Road,4.6,1,1,1,1,1,1,1,60.0
delifrance,1.2742521597354366,103.80150808367956,5.0,3.0,1,0,119963,Queenstown,Alexandra Road,17.0,1,1,1,1,1,1,1,70.0
in piazza italian restaurant & pizzeria,1.3136169,103.8287861,4.1,107.0,1,1,257878,Tanglin,Stevens Road,10.5,1,0,1,1,1,1,1,66.0
the coffee bean & tea leaf,1.273851977505257,103.80151744285712,4.6,389.0,1,1,119963,Queenstown,Alexandra Road,4.6,1,1,1,1,1,1,1,42.0
alma by juan amador,1.3080330372993343,103.8340111,4.6,9.0,1,0,228221,Orchard,Scotts Road,5.0,1,0,0,0,0,0,0,52.0
walking on sunshine,1.3006232,103.8398951,4.0,11.0,1,0,238896,Orchard,Orchard Road,4.2,1,0,0,0,0,0,0,69.0
handlebar,1.278868089844838,103.80433999999998,3.3,26.0,1,0,108938,Bukit Merah,Lock Road,5.7,1,0,1,1,1,1,1,50.0
ashes burnnit,1.28645113,103.8046484,4.5,693.0,1,1,150120,Bukit Merah,Jalan Bukit Merah,7.8,1,1,1,1,1,1,1,46.0
barrels entertainment,1.2807688666666668,103.7868889,4.2,98.0,1,1,118161,Queenstown,South Buona Vista Road,4.4,1,1,1,1,1,1,1,29.0
hopscotch,1.2746947,103.803973125,4.0,11.0,1,0,109443,Bukit Merah,Malan Road,5.7,1,1,1,1,1,1,1,40.0
jack's place,1.288557025,103.8051144,4.0,129.0,1,1,159953,Queenstown,Alexandra Road,6.8,1,1,1,1,1,1,1,43.0
delicious till drooling,1.352669112894451,103.71547576893876,4.6,91.0,1,1,640546,Jurong West,Jurong West Street 42,12.8,1,1,1,1,1,1,1,60.0
xin wang hong kong cafe,1.2938711,103.784704425,4.3,190.0,1,1,119082,Queenstown,Lower Kent Ridge Road,6.6,1,1,1,1,1,1,1,40.0
food barn,1.2990686742744144,103.78812115,4.6,299.0,1,1,138522,Queenstown,Fusionopolis Place,7.3,0,1,1,1,1,1,1,44.0
the soup spoon,1.27396225,103.8014732,4.4,466.0,3,1,119963,Queenstown,Alexandra Road,4.09,1,1,1,1,1,1,1,38.0
blue label burgers,1.302653,103.8371305,4.0,59.0,1,0,238855,Orchard,Orchard Road,4.4,0,1,1,1,1,1,0,56.0
yuzutei,1.27799366,103.79643734,4.3,70.0,1,1,118523,Queenstown,Pasir Panjang Road,6.4,0,1,1,1,1,1,1,37.0
walker's bistro,1.2914416,103.78445645,1.0,1.0,1,0,118222,Queenstown,Science Park Drive,6.0,1,1,1,1,1,1,1,36.0
verve - bukit merah,1.27772363084246,103.80409055009,5.0,0.0,1,0,108934,Bukit Merah,Lock Road,5.5,1,1,1,1,1,1,1,39.0
the soup spoon union,1.339764134413181,103.70672545619048,1.0,2.0,3,0,648886,Jurong West,Jurong West Central 2,9.0,1,0,0,0,0,0,0,60.0
the pasta fork,1.2924795,103.77429054,4.2,11.0,1,0,119245,Queenstown,Kent Ridge Drive,6.2,1,1,1,1,1,1,1,40.0
burger king,1.2739522,103.80136728333332,4.2,1178.0,3,0,119963,Queenstown,Alexandra Road,4.5,1,1,1,1,1,1,1,38.0
wester,1.27409244375,103.8015122,4.3,157.0,1,1,119963,Queenstown,Alexandra Road,4.5,1,1,1,1,1,1,1,41.0
pastamania pronto x kraftwich,1.29916855,103.7874842,4.7,116.0,1,1,138632,Queenstown,Ayer Rajah Avenue,7.0,1,1,1,1,1,1,1,46.0
john's pizzeria & bakery,1.287509525,103.8051312,4.3,13.0,1,0,159972,Bukit Merah,Alexandra Road,6.9,1,0,1,1,1,1,1,47.0
cedele,1.3065834727272727,103.7887566,4.1,194.0,1,1,138617,Queenstown,Vista Exchange Green,7.7,1,1,1,1,1,1,1,46.0
arkadas cafe,1.2999412,103.7898454,4.0,75.0,1,0,138577,Queenstown,Fusionopolis View,7.1,1,1,1,1,1,1,1,41.0
subway,1.2885579968192502,103.8050401487506,4.2,671.0,3,1,159953,Queenstown,Alexandra Road,6.8,1,1,1,1,1,1,1,43.0
burger ramli seafood & western,1.2874805,103.8139897,4.2,96.0,1,1,151055,Bukit Merah,Lengkok Bahru,7.7,1,1,1,1,1,1,1,49.0
pasta boys,1.2755196,103.799525,4.7,3.0,1,0,117440,Queenstown,Alexandra Lane,10.5,0,1,1,1,1,1,0,38.0
attap house,1.2747803333333334,103.79994697777776,5.0,5.0,1,0,117439,Queenstown,Pasir Panjang Road,10.9,0,1,1,1,1,1,1,37.0
g&b bistro (spago homemade italian),1.2872141857142856,103.80526608,4.3,305.0,1,1,159972,Bukit Merah,Alexandra Road,6.8,1,1,1,1,1,1,1,43.0
alibabar dining cafe bar,1.28748735,103.8051228,3.7,66.0,1,1,159972,Bukit Merah,Alexandra Road,6.8,1,1,1,1,1,1,1,46.0
ma maison,1.2884428,103.8050177,4.6,275.0,1,1,159953,Queenstown,Alexandra Road,6.8,1,1,1,1,1,1,1,46.0
kebabs faktory,1.2973159,103.78731139013895,4.2,318.0,1,1,139957,Queenstown,Ayer Rajah Crescent,6.9,1,1,1,1,1,1,1,44.0
the pipe district,1.2882293,103.7829756,4.3,40.0,1,1,117610,Queenstown,Science Park Road,16.9,0,1,1,1,1,1,1,38.0
kfc,1.2885734323360936,103.80520986639004,3.8,2151.0,3,1,159953,Queenstown,Alexandra Road,6.8,1,1,1,1,1,1,1,38.0
tcc - the connoisseur concerto,1.2886729615258758,103.8052744817282,4.4,223.0,1,1,159953,Queenstown,Alexandra Road,6.8,1,1,1,1,1,1,1,48.0
carrara cafe,1.2865009,103.80706672,4.3,156.0,3,1,150002,Bukit Merah,Jalan Bukit Merah,6.6,1,1,1,1,1,1,1,44.0
the kins' cafe,1.2767523,103.7916538,4.8,15.0,1,0,118543,Queenstown,Pasir Panjang Road,4.4,1,1,1,0,1,1,1,30.0
project warung,1.2858629,103.8048042,4.3,13.0,1,0,151119,Bukit Merah,Bukit Merah Lane 1,9.5,1,0,0,0,0,0,0,39.0
gq's grill,1.2811752466666668,103.8107011,4.5,262.0,1,1,100108,Bukit Merah,Depot Road,6.7,0,1,1,1,1,1,1,45.0
harry's,1.2756024710368656,103.7995009,4.7,39.0,1,1,117440,Queenstown,Alexandra Lane,4.09,1,1,1,1,1,1,1,33.0
the tea party,1.29934552,103.77527289991812,4.5,46.0,1,1,129801,Queenstown,Clementi Road,8.0,0,1,1,1,1,1,1,42.0
sque kitchen & alehouse,1.2754936702127662,103.799964875,4.0,1.0,1,0,117440,Queenstown,Alexandra Lane,10.4,0,1,1,1,1,1,0,40.0
big bern's,1.2974293,103.78736872368886,4.4,43.0,1,0,139957,Queenstown,Ayer Rajah Crescent,15.3,0,0,0,0,1,0,0,27.0
3 monkeys,1.2760188,103.79327772322748,4.6,143.0,3,1,118542,Queenstown,Pasir Panjang Road,6.3,1,0,1,1,1,1,1,31.0
365 food,1.2869860151059422,103.78180162408862,4.6,9.0,1,0,117611,Queenstown,Science Park Road,16.8,0,1,1,1,1,1,0,32.0
rochester cafe,1.305020587277011,103.78829247915412,4.7,177.0,1,1,138638,Queenstown,Rochester Drive,7.9,1,1,1,1,1,1,1,46.0
western food commonwealth view,1.301740247373849,103.7983477,3.5,42.0,1,1,141089,Queenstown,Commonwealth Avenue,9.4,1,1,1,1,1,1,1,41.0
big bern's,1.29762,103.787452,5.0,10.0,1,0,139952,Queenstown,Ayer Rajah Crescent,10.0,0,1,0,0,0,0,0,70.0
grill werkz,1.295243175,103.81031122,4.1,365.0,1,1,141085,Queenstown,Dawson Road,7.5,1,1,1,1,1,1,1,44.0
pizza hut,1.2840728,103.817114,4.2,894.0,1,1,150162,Bukit Merah,Jalan Bukit Merah,7.2,1,1,1,1,1,1,1,47.0
cali,1.304997,103.7890225,3.7,28.0,1,1,138637,Queenstown,Rochester Drive,10.4,1,1,1,1,1,1,1,44.0
li ji coffee house,1.29635,103.78007783333334,5.0,9.0,1,0,117541,Queenstown,Science Drive 2,16.0,0,1,1,1,1,1,1,38.0
mentai sens,1.2987723,103.7873482,5.0,0.0,1,0,138647,Queenstown,Ayer Rajah Avenue,14.9,0,1,1,1,1,1,0,27.0
fatburger & buffalo's,1.3063818,103.78860861835476,3.8,74.0,1,1,138617,Queenstown,Vista Exchange Green,7.7,1,1,1,1,1,1,1,49.0
salmon chief,1.2991098314535796,103.78749424733114,4.3,4.0,1,0,138632,Queenstown,Fusionopolis Way,14.9,0,1,1,1,1,1,0,37.0
hot chick buns,1.2924842447642764,103.79470643207796,3.0,3.0,1,0,138562,Queenstown,Media Circle,4.0,1,0,0,0,0,0,0,70.0
the tea party cafe,1.27500405,103.7948141,4.1,12.0,1,0,118510,Queenstown,Pasir Panjang Road,11.4,1,1,1,1,1,1,0,24.0
opio kitchen (blue lotus),1.2737872783666,103.8032841,5.0,2.0,1,0,119960,Bukit Merah,Alexandra Garden Trail,4.6,0,1,1,1,1,1,1,43.0
be frank,1.2931405,103.76874934076584,4.1,64.0,1,1,118773,Queenstown,Clementi Road,21.7,1,1,1,1,1,1,1,37.0
han's,1.2835296,103.81920211775936,4.4,1012.0,1,1,150117,Bukit Merah,Jalan Bukit Merah,7.7,1,1,1,1,1,1,1,48.0
cafe melba,1.2957895,103.7926149,4.3,27.0,1,0,138507,Queenstown,Stars Avenue,14.0,1,1,1,1,1,1,1,45.0
the lawn,1.304218702580432,103.79215833333336,4.6,127.0,1,1,138667,Queenstown,Biopolis Way,16.6,1,1,1,1,1,1,1,43.0
freshly baked by le bijoux,1.287373284375,103.80520184285714,4.7,24.0,1,0,159972,Bukit Merah,Alexandra Road,6.8,1,0,0,1,1,1,1,42.0
mr. k western kitchen,1.29055616560788,103.802981345534,4.5,2.0,1,0,140169,Queenstown,Stirling Road,6.9,1,1,1,1,1,1,1,40.0
domino's,1.271756,103.809764,4.4,663.0,3,0,100046,Bukit Merah,Telok Blangah Drive,4.5,1,1,1,1,1,1,1,55.0
darts buddy restaurant,1.2748207,103.801478,3.0,2.0,1,0,119962,Queenstown,Alexandra Road,12.9,0,1,1,1,1,1,1,33.0
the flameshack,1.293146055574105,103.80301517450296,4.4,95.0,1,0,140158,Queenstown,Mei Ling Street,4.0,0,0,0,0,0,0,1,70.0
pizza pazza,1.289001,103.80539,4.4,288.0,1,1,159953,Bukit Merah,Alexandra Road,6.8,1,1,1,1,1,1,1,49.0
chiak salad & noodle bar,1.2752959225338654,103.8001819,4.5,68.0,1,0,117440,Queenstown,Alexandra Lane,10.4,1,0,0,0,0,0,0,24.0
pasta express,1.2963483,103.7801524,4.4,110.0,1,1,129801,Queenstown,Clementi Road,16.0,0,1,1,1,1,1,1,41.0
kamat's cafe,1.2802212196928764,103.80130808345945,3.7,4.0,1,1,109689,Queenstown,Cornwall Road,11.2,0,1,1,1,1,1,1,35.0
de pastar,1.29923475,103.787603,4.1,48.0,1,0,138632,Queenstown,Fusionopolis Way,14.9,0,1,1,1,1,1,1,27.0
wok in burger,1.2858321666666666,103.803671,4.5,492.0,1,1,150124,Bukit Merah,Bukit Merah Lane 1,10.0,0,1,1,1,1,0,0,44.0
grain,1.292381,103.794672,3.4,14.0,1,1,138562,Queenstown,Media Circle,4.0,1,1,1,1,1,1,1,70.0
the gut's feeling,1.2998567666666667,103.7878807,4.7,244.0,1,0,138632,Queenstown,Fusionopolis Way,15.4,0,1,1,1,1,1,1,38.0
coco yummy house,1.2999925725706447,103.79790600111288,4.1,135.0,1,1,140463,Queenstown,Tanglin Halt Road,14.6,1,1,1,1,1,1,1,42.0
poke theory,1.2938572000000002,103.784688,4.5,1216.0,3,1,119082,Queenstown,Lower Kent Ridge Road,15.3,0,1,1,1,1,1,1,40.0
muchos nachos by poke theory,1.2937716,103.7842047,5.0,0.0,1,0,118177,Queenstown,Science Park Drive,15.1,0,1,1,1,1,1,1,41.0
kopi hive,1.288580225,103.8049883,4.1,93.0,1,0,159953,Queenstown,Alexandra Road,8.2,1,1,1,1,1,1,1,29.0
grains & co. - your daily grain bowl,1.2973295,103.7873395,4.4,280.0,1,1,139957,Queenstown,Ayer Rajah Crescent,15.5,0,1,1,1,1,1,0,38.0
morganfield's,1.3064587023607288,103.78820719433035,4.5,109.0,1,1,138617,Queenstown,Vista Exchange Green,7.7,1,1,1,1,1,1,1,45.0
taiwan ichiban,1.2957194,103.7803135,4.0,2.0,1,0,129801,Queenstown,Clementi Road,16.2,0,1,1,1,1,1,1,41.0
4our 9inety,1.291602,103.804403,2.8,6.0,1,0,148962,Queenstown,Stirling Road,10.0,0,1,0,0,0,0,0,42.0
hooha cafe,1.279864,103.78625,5.0,1.0,1,0,118161,Queenstown,South Buona Vista Road,21.7,0,1,1,1,1,1,1,24.0
ink x grill,1.274986336940224,103.7952973,4.7,3.0,1,0,118510,Queenstown,Pasir Panjang Road,11.5,1,1,1,1,1,1,1,24.0
socks & pan,1.2926338,103.8107144,4.5,18.0,3,1,142057,Queenstown,Strathmore Avenue,6.2,1,1,1,1,1,1,1,41.0
huggs,1.2774429,103.8001823,4.7,15.0,1,1,119976,Queenstown,Alexandra Road,12.7,0,1,1,1,1,1,0,33.0
fat saigon boy,1.2914252,103.7843636112539,4.5,45.0,1,0,118222,Queenstown,Science Park Drive,19.5,0,1,1,1,1,1,0,41.0
subway,1.2840154,103.8173255,4.3,830.0,3,1,150162,Bukit Merah,Jalan Bukit Merah,4.7,1,1,1,1,1,1,1,39.0
pasta haus,1.2931453,103.8031179,4.5,27.0,1,0,140158,Queenstown,Mei Ling Street,10.5,1,0,1,1,0,1,1,35.0
grain,1.2923698425292969,103.7950612,4.6,1359.0,1,1,138562,Queenstown,Media Circle,18.3,1,1,1,1,1,1,1,44.0
o-kome,1.2844546,103.8195182,3.5,2.0,1,0,150117,Bukit Merah,Jalan Bukit Merah,5.7,1,1,1,1,1,1,1,27.0
hafudog,1.2991901,103.78760774285716,4.7,24.0,1,0,138632,Queenstown,Fusionopolis Way,14.9,0,1,1,1,1,1,0,43.0
the carvery,1.2874092220884652,103.8053001,5.0,1.0,1,0,159972,Bukit Merah,Alexandra Road,8.6,1,1,1,1,1,1,1,29.0
tree talk,1.2959786,103.79256630000002,4.9,9.0,1,0,138507,Queenstown,Stars Avenue,14.0,1,1,1,1,1,1,1,27.0
wester,1.2864324,103.82741606,4.3,61.0,3,1,168731,Bukit Merah,Tiong Bahru Road,5.4,1,1,1,1,1,1,1,42.0
chick to chick,1.2998237,103.7878936857143,4.7,7.0,1,0,138632,Queenstown,Fusionopolis Way,17.1,1,0,1,1,1,1,1,28.0
coal 3606,1.2947043,103.7724553,4.6,7.0,3,1,117417,Queenstown,Computing Drive,17.7,0,1,1,1,1,1,0,42.0
dario pizza & more,1.29248212,103.7682896,4.2,102.0,1,1,129741,Queenstown,Pasir Panjang Road,17.7,1,0,1,1,1,1,1,37.0
wincafé,1.28497272471498,103.81201431354,5.0,3.0,1,0,159305,Bukit Merah,Jalan Kilang Timor,8.4,0,1,1,1,1,1,1,40.0
the bakery chef,1.28407914,103.8162131,4.7,102.0,1,1,150161,Bukit Merah,Bukit Merah Central,8.1,1,1,1,1,1,1,1,42.0
4fingers,1.286605013576363,103.82772345162311,4.2,3349.0,1,1,164019,Bukit Merah,Tiong Bahru Road,5.4,1,1,1,1,1,1,1,40.0
seeds cafe,1.2974295,103.8086243,5.0,3.0,3,0,143088,Queenstown,Margaret Drive,8.2,1,1,1,1,1,1,0,40.0
spizza,1.28875581,103.8292979,4.4,260.0,1,1,161022,Bukit Merah,Havelock Road,5.7,1,1,1,1,1,1,1,38.0
common grill,1.2894468,103.82829245687152,4.3,1726.0,1,1,160040,Bukit Merah,Havelock Road,4.09,1,1,1,1,1,1,1,40.0
luna,1.30381024,103.78990141284068,4.4,26.0,2,0,139742,Queenstown,Slim Barracks Rise,16.2,1,0,1,1,1,1,1,52.0
the soup spoon,1.286332723067238,103.8277438,4.3,1101.0,3,1,168731,Bukit Merah,Tiong Bahru Road,4.09,1,1,1,1,1,1,1,38.0
gelare,1.3065148551191612,103.7880306835998,4.3,85.0,1,1,138617,Queenstown,Vista Exchange Green,12.7,1,1,1,1,1,1,1,50.0
sakon thai @ tiong bahru plaza,1.2864225,103.82743412380952,4.6,283.0,1,1,168731,Bukit Merah,Tiong Bahru Road,5.4,1,1,1,1,1,1,1,41.0
burgs by project warung,1.297699333333333,103.7872267,4.5,155.0,1,1,139957,Queenstown,Ayer Rajah Crescent,15.2,1,0,0,0,0,0,0,44.0
sarpino's,1.2840207,103.8161985,3.8,565.0,1,1,150161,Bukit Merah,Bukit Merah Central,5.9,1,1,1,1,1,1,1,37.0
park cafe,1.284580907733826,103.8193745262227,5.0,5.0,1,0,159562,Bukit Merah,Henderson Road,5.6,1,0,1,1,1,1,1,37.0
mixed grill,1.2984304508576914,103.78851586027017,3.7,3.0,1,0,138522,Queenstown,Fusionopolis Way,14.6,0,1,1,1,1,1,0,43.0
professor brawn bistro,1.2862978,103.81470758425117,4.6,368.0,1,1,159053,Bukit Merah,Lengkok Bahru,6.0,0,1,1,1,1,1,1,40.0
xin wang hong kong cafe,1.2882518522469013,103.80480878270872,4.2,832.0,1,1,159971,Queenstown,Alexandra Road,5.8,1,1,1,1,1,1,1,40.0
kob,1.289812,103.837495,3.0,2.0,1,0,238245,River Valley,Robertson Quay,4.8,1,1,1,1,1,1,1,34.0
pitypartypasta,1.284562475,103.8193729,5.0,10.0,1,0,159562,Bukit Merah,Henderson Road,5.6,1,1,1,1,1,1,1,44.0
western hut,1.2879315,103.8296348,4.5,86.0,1,1,161022,Bukit Merah,Havelock Road,5.9,0,1,1,1,1,1,1,37.0
the square,1.2878583,103.83613553417722,4.0,31.0,3,1,169633,Singapore River,Havelock Road,3.9,1,1,1,1,1,1,1,41.0
pastaria abate,1.2795775544695402,103.8421942119881,3.5,11.0,1,0,088827,Outram,Neil Road,4.4,1,1,1,1,1,1,1,35.0
fatty bom bom,1.2910977197800406,103.8130113675968,4.3,1031.0,1,1,159095,Bukit Merah,Leng Kee Road,6.2,0,1,1,1,1,1,1,42.0
earle swensen's,1.2637216694182882,103.8229488722116,4.6,126.0,1,1,098585,Bukit Merah,Sentosa Gateway,8.5,1,1,1,1,1,1,1,54.0
subway,1.2745847,103.84345985,4.3,494.0,1,1,079027,Downtown Core,Tras Street,5.8,1,1,1,1,1,1,1,31.0
the coffee bean & tea leaf,1.2757747714285714,103.8462829,4.5,372.0,1,1,079903,Downtown Core,Anson Road,3.3,1,1,1,1,1,1,1,25.0
guoco tower b1 and b2 - mix & match,1.2767728,103.84537497358492,4.0,22.0,3,0,069115,Shenton Way,Maxwell Road,4.0,1,1,1,1,1,1,1,33.0
tiong bahru view,1.286055266857147,103.8294386,4.0,1913.0,1,1,161022,Bukit Merah,Jalan Bukit Ho Swee,4.09,0,0,0,1,0,0,0,46.0
food barn,1.27751075,103.8000805459948,4.4,113.0,1,1,119976,Queenstown,Alexandra Road,11.7,0,1,1,1,1,1,0,33.0
cafe 3,1.280289020530592,103.84064433333332,4.4,13.0,1,1,088323,Outram,Teo Hong Road,3.5,0,1,1,1,1,1,0,32.0
kopi korner,1.2632999109330376,103.82052966434765,4.6,5.0,1,0,099253,Bukit Merah,Harbourfront Place,9.0,0,1,0,0,0,0,0,70.0
the coffee bean & tea leaf,1.2862943,103.82743644714354,4.4,1151.0,1,1,168731,Bukit Merah,Tiong Bahru Road,7.5,1,1,1,1,1,1,1,41.0
little wola cafe,1.28764061173692,103.839410568411,5.0,1.0,1,0,169875,Outram,Jalan Kukoh,3.4,0,1,1,1,1,1,1,29.0
botany,1.2900782,103.8370771,5.0,6.0,1,0,238245,River Valley,Robertson Quay,3.6,1,1,1,1,1,1,1,39.0
eat cetera,1.29026915,103.8174246,4.6,9.0,1,0,158745,Bukit Merah,Alexandra View,6.3,1,1,1,1,1,1,1,44.0
subway,1.286295,103.82782216319396,4.2,1382.0,1,1,168731,Bukit Merah,Tiong Bahru Road,7.2,1,1,1,1,1,1,1,40.0
qi philosophy cafe,1.294894,103.8118417,4.3,216.0,1,1,142093,Queenstown,Dawson Road,6.4,1,0,1,1,1,1,1,43.0
tartini grill & pasta,1.2864147,103.826709975,4.0,72.0,1,0,168731,Bukit Merah,Tiong Bahru Road,6.1,1,1,1,1,1,1,1,44.0
carne,1.28107,103.84699,3.6,22.0,1,1,069922,Outram,Amoy Street,3.3,1,1,1,1,1,1,1,39.0
cheek bistro,1.2811666666666668,103.8484619,4.7,64.0,1,0,069624,Downtown Core,Stanley Street,3.3,1,1,1,1,1,1,1,39.0
bao makers,1.2797702,103.8416882,4.1,12.0,1,0,089142,Outram,Keong Saik Road,4.4,1,1,1,1,1,1,1,30.0
the guild,1.28050445,103.8416748,5.0,3.0,1,0,089146,Outram,Keong Saik Road,3.4,1,1,1,1,1,1,1,39.0
pizza hut,1.280635572728812,103.8423269482148,4.3,498.0,1,1,088391,Outram,Kreta Ayer Road,7.1,1,1,1,1,1,1,1,28.0
dickey's barbeque pit,1.28323634,103.8469392,3.7,27.0,1,1,048423,Outram,Cross Street,5.0,1,1,1,1,1,1,1,70.0
princess terrace,1.2884367894776374,103.83679535,4.0,1.0,1,1,169632,Singapore River,Havelock Road,4.2,1,1,1,1,1,1,1,33.0
burger king,1.2863475,103.82769122614596,4.0,3322.0,3,1,168731,Bukit Merah,Tiong Bahru Road,5.4,1,1,1,1,1,1,1,40.0
pastabar,1.28081643462299,103.8417666,5.0,2.0,1,0,089154,Outram,Keong Saik Road,3.4,1,1,1,1,1,1,1,38.0
nouri,1.280242,103.846829,4.8,31.0,1,0,069876,Outram,Amoy Street,3.3,1,1,1,1,1,1,1,39.0
pizza hut,1.2864997666666669,103.82687835,4.1,706.0,3,1,168731,Bukit Merah,Tiong Bahru Road,4.7,1,1,1,1,1,1,1,40.0
ann siang - beta,1.2807674,103.8456612,3.6,29.0,1,0,069708,Outram,Ann Siang Road,4.1,1,1,1,1,1,1,1,41.0
arteastiq depatio,1.29206,103.83072,5.0,2.0,1,1,248368,Tanglin,Alexandra Park Connector,4.8,1,1,1,1,1,1,1,43.0
beast and butterflies,1.2903181,103.83681288793824,4.3,3.0,1,0,238259,River Valley,Robertson Quay,4.6,1,1,1,1,1,1,1,38.0
bochinche,1.2821906,103.84785827079324,4.5,34.0,1,0,069858,Outram,Amoy Street,3.3,1,1,1,1,1,1,1,40.0
le bon funk,1.28355,103.845835,5.0,0.0,1,0,058759,Outram,South Bridge Road,7.1,1,0,0,0,0,1,1,40.0
boat quay mix & match - beta,1.2864533288302482,103.84961838187412,4.3,7.0,1,0,049858,Singapore River,Boat Quay,4.4,1,1,1,1,1,1,1,47.0
nagasaki bar & restaurant,1.2808439,103.8417353,3.7,42.0,1,0,089158,Outram,Keong Saik Road,3.4,0,0,0,0,0,0,1,27.0
wine & chef,1.2793194,103.84154657833278,4.4,5.0,1,0,089114,Outram,Keong Saik Road,4.5,0,1,1,1,1,1,1,36.0
atrium restaurant,1.2889107,103.83443333,4.5,4.0,1,0,169075,Singapore River,Outram Road,4.2,1,0,0,0,0,0,0,40.0
195 pearl hill café,1.2846817262482686,103.8415257,4.5,8.0,1,0,168976,Outram,Pearl's Hill Terrace,3.5,0,1,0,0,0,0,0,26.0
group therapy,1.283873183801476,103.8468889,4.3,138.0,1,0,048421,Outram,Chin Chew Street,3.3,1,1,1,1,1,1,1,37.0
the platterz,1.2901405,103.83692666666668,3.1,17.0,1,0,238245,River Valley,Robertson Quay,3.6,1,1,1,1,1,1,1,46.0
wip wup bistro,1.28791,103.84896,5.0,0.0,1,0,049376,Singapore River,Circular Road,3.4,0,1,1,1,1,1,1,26.0
harry's,1.2801074666666663,103.8546104,4.1,23.0,1,1,018984,Downtown Core,Straits View,4.5,1,1,1,1,1,1,1,40.0
mr. samurai,1.27575654294579,103.8469381,5.0,8.0,1,0,069115,Shenton Way,Anson Road,6.2,0,1,1,1,1,1,0,25.0
proofer bakery & pizzeria,1.27675098,103.84548615,4.2,24.0,1,0,069115,Shenton Way,Maxwell Road,3.3,1,1,1,1,1,1,1,29.0
